Problem Size,Merge Sort,Quick Sort,Heap Sort,Insertion Sort,Selection Sort
100,0.0,0.0,0.0,0.0,0.0009992122650146484
1000,0.0029990673065185547,0.0009992122650146484,0.002000093460083008,0.016816377639770508,0.019289731979370117
25000,0.6950769424438477,0.027376413345336914,0.07784652709960938,9.580883502960205,9.85059118270874
50000,2.7049002647399902,0.0666041374206543,0.18011999130249023,39.62829804420471,38.613975048065186
100000,12.316988945007324,0.14651036262512207,0.40404486656188965,198.2182855606079,185.42865347862244
